district,end_date,issued_on,permittee_name,permit_no,address,lat,lng,start_date
WAN CHAI,18/10/2013,19/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0398-13,"Two sections of Lockhart Road near Luard Road, Wan Chai, HK",22.277599,114.171617,28/04/2013
EASTERN,10/10/2013,18/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0399-13,"Causeway Bay Typhoon Shelter (TS2), Causeway Bay, Hong Kong",22.2797295,114.1870366,18/04/2013
WAN CHAI,17/10/2013,11/04/2013,CHINA OVERSEAS BUILDING CONSTRUCTION LIMITED,GW-RS0402-13,"Construction site at I.L. 9018 Lee Tung Street (Site A), Wan Chai, Hong Kong (URA H15)",40.6331249,-89.3985283,18/04/2013
WAN CHAI,21/10/2013,22/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0403-13,"A section of Marsh Road near Gloucester Road, Wan Chai, HK",22.280703,114.179064,25/04/2013
EASTERN,30/06/2013,19/04/2013,Gammon Construction Limited,GW-RS0404-13,"Island Eastern Corridor, Both Bound, Ch3.80 to Ch8.278, Hong Kong",22.396428,114.109497,01/05/2013
CENTRAL AND WESTERN,21/06/2013,19/04/2013,GAMMON - NISHIMATSU WIL JOINT VENTURE (GAMMON CONSTRUCTION LIMITED AND NISHIMATSU CONSTRUC,GW-RS0406-13,"Centre Street Market and Centre Street Cooked Food Centre, First Street, Sai Ying Pun, Hong Kong.",22.396428,114.109497,22/04/2013
CENTRAL AND WESTERN,15/06/2013,16/04/2013,GAMMON - NISHIMATSU WIL JOINT VENTURE,GW-RS0407-13,"Children Playground, Ki Ling Lane, Sai Ying Pun, Hong Kong.",22.396428,114.109497,16/04/2013
SOUTHERN,17/07/2013,22/04/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RS0408-13,"A site area near Nam Long Shan Road Cooked Food Market, Wong Chuk Hang, Hong Kong (South Island Line (East) Contract 903)",-1,-1,22/04/2013
ISLANDS,31/10/2013,23/04/2013,SHUN YUEN CONSTRUCTION CO. LTD.,GW-RS0409-13,"Outlying Island, NT",-1,-1,01/05/2013
CENTRAL AND WESTERN,24/08/2013,22/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0410-13,"outside Centenary Mansion Block 1, 1-15 Victoria Road, Kennedy Town,  Hong Kong.",22.276492,114.158138,25/05/2013
SOUTHERN,25/05/2013,17/04/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RS0412-13,"A section of Nam Long Shan Road and two sections of Heung Yip Road  near Nam Long Shan Road Cooked Food Market, Wong Chuk Hang, Hong Kong (South Island Line (East) Contract 903)",-1,-1,24/04/2013
EASTERN,31/05/2013,19/04/2013,CHUN WO CONSTRUCTION & ENGINEERING CO. LTD.,GW-RS0413-13,"North Point Road between Java Road and Wharf Road, North Point, HK",22.292034,114.196374,01/05/2013
WAN CHAI,15/11/2013,23/04/2013,CRBC - WCCL JV,GW-RS0414-13,"A section of Leighton Road near Wong Nai Chung Road, Wan Chai, Hong Kong",22.27398,114.183618,16/05/2013
WAN CHAI,31/10/2013,23/04/2013,CRBC - WCCL JV,GW-RS0415-13,"A section of Hennessy Road near Fenwick Street, Wan Chai, HK",22.279163,114.170453,01/05/2013
WAN CHAI,23/10/2013,24/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0416-13,"three sections of Hennessy Road between O'Brien Road and Luard Road, Wan Chai, Hong Kong",22.277599,114.171617,28/04/2013
SOUTHERN,01/08/2013,23/04/2013,CRBC - WCCL JV,GW-RS0417-13,"Junction of Shek Pai Wan Road and Victoria Road section, Pokfulam, Hong Kong (Highways Department Contract No. 04/HY/2010)",-1,-1,01/05/2013
ISLANDS,19/08/2013,23/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0418-13,"Construction site of Public Works Regional Laboratory (North Lantau) at intersection between Man Tung Road and Hei Tung Street, Tung Chung, Lantau Island",22.294075,113.952817,02/05/2013
ISLANDS,30/09/2013,22/04/2013,LEADER CIVIL ENGINEERING CORPORATION LIMITED,GW-RS0419-13,"Construction Site of Sewage Treatment Works at Sok Kwu Wan  near Sok Kwu Wan Transfer Facility,  Lamma Island (Contract No. DC/2009/13) .",-1,-1,22/04/2013
CENTRAL AND WESTERN,26/10/2013,22/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0420-13,"24-28 & 32-40, Des Voeux Road Central, Central, Hong Kong",-1,-1,27/04/2013
EASTERN,30/06/2013,24/04/2013,GAMMON BUILDING CONSTRUCTION LIMITED,GW-RS0421-13,"Westlands Road, Taikoo Place, Quarry Bay, HK",-1,-1,21/04/2013
CENTRAL AND WESTERN,31/05/2013,25/04/2013,GAMMON-NISHIMATSU WIL JOINT VENTURE (GAMMON CONSTRUCTION LIMITED AND NISHIMATSU CONSTRUCTI,GW-RS0422-13,"Section of Shing Sai Road Outside Western District Public Cargo Working Area, Kennedy Town, Hong Kong.",22.396428,114.109497,01/05/2013
CENTRAL AND WESTERN,19/10/2013,22/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0423-13,"Outside 12 R-T Smithfield, Kennedy Town, Hong Kong.",22.283993,114.127899,24/04/2013
CENTRAL AND WESTERN,10/11/2013,22/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0424-13,"20-58 Des Voeux Road Central, 2A-30 Pottinger Street and Junction of Queen’s Road Central & Cochrane Street, Central, Hong Kong",22.281958,114.157372,13/05/2013
ISLANDS,21/10/2013,19/04/2013,"DRAGAGES-CHINA HARBOUR-VSL J.V. (DRAGAGES HONG KONG LIMITED, CHINA HARBOUR ENGINEERING COM",GW-RS0426-13,Waters in Works Area Portion A of Hong Kong-Zhuhai-Macao Bridge Hong Kong Link Road - Section between HKSAR Boundary and Scenic Hill (Contract No.: HY/2011/09),-1,-1,22/04/2013
WAN CHAI,18/10/2013,19/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0427-13,"A section of Bowrington Road near Hennessy Road, Wan Chai, HK",22.277917,114.176491,22/04/2013
CENTRAL AND WESTERN,03/11/2013,23/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0428-13,"Junction of Man Kwong Street & Man Kat Street, Man Po Street, 100 Connaught Road Central and a section of Rumsey Street, Central, Hong Kong",22.28684,114.153471,05/05/2013
WAN CHAI,25/10/2013,26/04/2013,Excel Engineering Company Limited,GW-RS0429-13,"Four sections of Hennessy Road near Tin Lok Lane, Wan Chai, Hong Kong",-1,-1,29/04/2013
WAN CHAI,06/11/2013,25/04/2013,CHUNG CHIN CONSTRUCTION & ENGINEERING COMPANY LIMITED,GW-RS0430-13,"A section of Convention Avenue near Tonnochy Road, Wan Chai, HK",22.280265,114.177418,07/05/2013
CENTRAL AND WESTERN,22/10/2013,26/04/2013,SUN FOOK KONG (CIVIL) LTD,GW-RS0431-13,"Section of Connaught Road West near Hill Road, Sai Ying Pun, Hong Kong.",22.396428,114.109497,29/04/2013
EASTERN,23/10/2013,25/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0432-13,"Hing Fat Street, North Point, HK",22.284287,114.191113,25/04/2013
CENTRAL AND WESTERN,26/10/2013,24/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0433-13,"Section of Lyttelton Road between Oaklands Avenue and Babington Path, Mid-Levels, Hong Kong",22.282919,114.14135,29/04/2013
CENTRAL AND WESTERN,31/05/2013,26/04/2013,Gammon Construction Limted,GW-RS0436-13,"outside No. 47 - 49 Forbes Street, Kennedy Town, HK",22.396428,114.109497,13/05/2013
WAN CHAI,29/10/2013,26/04/2013,Chun Wo-CRGL Joint Venture,GW-RS0437-13,"Wan Chai East Sewage Screening Plant, Hong Kong",22.396428,114.109497,01/05/2013
SOUTHERN,13/08/2013,29/04/2013,CRBC-WCCL JV (CHINA ROAD AND BRIDGE CORPORATION AND WELCOME CONSTRUCTION COMPANY LIMITED A,GW-RS0438-13,"Island Road section between Lamp Post 41840 and Lamp Post 41859, Shouson Hill, Repulse Bay, Hong Kong (Highways Department Contract No. 04/HY/2010)",-1,-1,13/05/2013
CENTRAL AND WESTERN,09/11/2013,23/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0439-13,"Outside Man Fat Building, 24 Sands Street, Kennedy Town, Hong Kong.",-1,-1,13/05/2013
CENTRAL AND WESTERN,30/10/2013,29/04/2013,PEAK TRAMWAYS COMPANY LIMITED,GW-RS0440-13,"The Peak Tram Permanent Way from Garden Road Terminus to The Peak Tower Terminus Inclusively, Hong Kong.",22.396428,114.109497,01/05/2013
WAN CHAI,23/10/2013,24/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0441-13,"A section of St. Francis Street near Queen's Road East, Wan Chai, Hong Kong",22.274503,114.173208,28/04/2013
SOUTHERN,06/06/2013,24/04/2013,GAMMON CONSTRUCTION LIMITED,GW-RS0442-13,"Nam Ning Street and Fung Tin Street, Aberdeen, Hong Kong (WSD Contract No.:3/WSD/11)",-1,-1,24/04/2013
SOUTHERN,15/06/2013,29/04/2013,LUEN YICK TAI CONSTRUCTION COMPANY LIMITED,GW-RS0443-13,"Terrence Café, Upper Cable Car Terminal, Ocean Park, Wong Chuk Hang, Hong Kong",22.232982,114.170469,29/05/2013
WAN CHAI,03/11/2013,30/04/2013,Gammon - Leader Joint Venture,GW-RS0444-13,"A section of Convention Avenue near Expo Drive and a section of Expo Drive Central near Expo Drive, Wan Chai, HK",22.283176,114.171878,12/05/2013
EASTERN,30/06/2013,25/04/2013,Gammon Construction Limited,GW-RS0445-13,"Island Eastern Corridor CH1.7-Ch.1.80, Fast and Slow Lane near Heng Fa Chuen, Chai Wan, HK",22.2678103,114.2360778,01/05/2013
CENTRAL AND WESTERN,31/10/2013,29/04/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0446-13,"Conduit Road, Mid-levels West, Hong Kong.",22.281191,114.14781,02/05/2013
ISLANDS,11/11/2013,24/04/2013,Penta-Ocean - Gitanes Joint Venture,GW-RS0447-13,Contaminated Sediment Disposal Facility to the South of The Brothers,-1,-1,12/05/2013
SOUTHERN,23/10/2013,25/04/2013,Mersing (HK) Trenchless Limited,GW-RS0448-13,"Site Area opposite to Sewage Screening Plant, Tin Wan Praya Road, Tin Wan, Hong Kong (DSD Contract No. DC/2008/09)",-1,-1,25/04/2013
SOUTHERN,31/05/2013,30/04/2013,LEIGHTON CONTRACTORS (ASIA) LTD.,GW-RS0449-13,"Junction of Heung Yip Road and Nam Long Shan Road, Wong Chuk Hang, HK",22.247993,114.166669,02/05/2013
WAN CHAI,30/06/2013,22/04/2013,CHINA STATE - LEADER JOINT VENTURE,GW-RS0450-13,"An Area near Lung King Street, Wan Chai, Hong Kong",22.281448,114.169118,27/04/2013
WAN CHAI,07/10/2013,03/05/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0451-13,"A section of Queen's Road East near Stubbs Road, Wan Chai, Hong Kong",22.269647,114.178509,08/05/2013
WAN CHAI,07/10/2013,30/04/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0452-13,"A section of Chan Tong Lane near Wan Chai Road, Wan Chai, HK",22.277057,114.176959,12/05/2013
WAN CHAI,26/09/2013,30/04/2013,"MAN LEI TRANSPORTATION CO., LTD.",GW-RS0453-13,"A section of Mallory Street near Wan Chai Road, Wan Chai, HK",22.277057,114.176959,03/05/2013
ISLANDS,01/11/2013,02/05/2013,CLP ENGINEERING LIMITED,GW-RS0455-13,"South Runway Road near DHL Central Asia Hub, Chek Lap Kok, Hong Kong",22.295257,113.916879,02/05/2013
CENTRAL AND WESTERN,30/06/2013,25/04/2013,LUEN KEE INTERNATIONAL TRANSPORTATION LIMITED,GW-RS0457-13,"Outside Island Pacific Hotel, 152 Connaught Road West, Sai Ying Pun, Hong Kong.",29.82215639999999,-92.3712441,05/05/2013
CENTRAL AND WESTERN,02/11/2013,30/04/2013,LEIGHTON CONTRACTORS (ASIA) LIMITED,GW-RS0459-13,"Man Po Street, Man Kat Street & Pier Road, Central, Hong Kong",22.286864,114.15506,03/05/2013
SOUTHERN,26/09/2013,26/04/2013,Hsin Chong Construction Company Limited,GW-RS0460-13,"MTR Contract 908 Site B, Police School Road, Wong Chuk Hang, Southern, Hong Kong.",22.246185,114.170659,29/04/2013
ISLANDS,29/10/2013,30/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RS0461-13,Reclamation Site of Hong Kong-Zhuhai-Macao Bridge Hong Kong Link Road - Section between Scenic Hill and Hong Kong Boundary Crossing Facilities (Contract No.: HY/2011/03),-1,-1,30/04/2013
CENTRAL AND WESTERN,05/10/2013,02/05/2013,Chun Wo Construction & Engineering Company Limited,GW-RS0462-13,"Section of Queensway near Justice Drive, Admiralty, Hong Kong.",22.276878,114.166051,06/05/2013
WAN CHAI,06/11/2013,06/05/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0463-13,"Basin near Hung Hing Road, Wan Chai, HK",22.282835,114.179813,07/05/2013
CENTRAL AND WESTERN,11/08/2013,02/05/2013,CHINA ROAD AND BRIDGE CORPORATION AND WELCOME CONSTRUCTION COMPANY LIMITED jointly trading,GW-RS0464-13,"Section of Pok Fu Lam Road between Pokfield Road and Lady Ho Tung Hall, Hong Kong.",22.2841029,114.1375798,17/05/2013
CENTRAL AND WESTERN,29/10/2013,26/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0465-13,"Junction of Queen’s Road West and Centre Street And Junction of Queen’s Road West and Eastern Street, Sai Ying Pun, Hong Kong.",22.396428,114.109497,02/05/2013
EASTERN,30/06/2013,06/05/2013,Gammon Construction Limited,GW-RS0466-13,"Island Eastern Corridor, West Bound, Ch.8.06-Ch8.26, Middle lane",-1,-1,10/05/2013
WAN CHAI,09/11/2013,06/05/2013,CHU WO - CRGL JOINT VENTURE,GW-RS0467-13,"A section of Tonnochy Road near Convention Avenue and an area near Hung Hing Road, Wan Chai, Hong Kong",22.282835,114.179813,11/05/2013
SOUTHERN,30/06/2013,30/04/2013,LEIGHTON – JOHN HOLLAND JOINT VENTURE (LEIGHTON CONTRACTORS (ASIA) LIMITED AND JOHN HOLL,GW-RS0468-13,"Site area at basement of South Horizons Drive near Marina Square East Centre, Ap Lei Chau, Hong Kong (South Island Line (East) Contract 904)",-1,-1,01/05/2013
EASTERN,01/09/2013,02/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0469-13,"A section of Java Road near Habour Plaza, North Point, HK",22.2845959,114.200412,02/05/2013
WAN CHAI,24/10/2013,29/04/2013,CHUN WO - LEADER JOINT VENTURE,GW-RS0470-13,"Water Channel below Hong Kong Convention And Exhibition Centre, 1 Expo Drive, Wan Chai, HK",22.283639,114.1732893,09/05/2013
EASTERN,30/06/2013,06/05/2013,Gammon Construction Limited,GW-RS0471-13,"Route 4, Slip Road of Island Eastern Coddidor near Kornhill, HK",22.396428,114.109497,01/05/2013
EASTERN,30/10/2013,03/05/2013,CRBC - WCCL JV,GW-RS0472-13,"Four sections of King's Road East Bound between Healthy Street East and Java Road, North Point, Hong Kong",22.292569,114.201386,05/05/2013
WAN CHAI,29/10/2013,29/04/2013,Chun Wo- CRGL Joint Venture,GW-RS0473-13,"Sections of Hung Hing Road, Wan Chai, Hong Kong",22.282835,114.179813,01/05/2013
CENTRAL AND WESTERN,08/07/2013,08/05/2013,CRBC - WCCL JV,GW-RS0474-13,"Bonham Road junction outside Park Road, Mid-Levels West, Hong Kong",22.396428,114.109497,09/05/2013
WAN CHAI,25/10/2013,29/04/2013,Chun Wo - CRGL Joint Venture,GW-RS0475-13,"Victoria Harbour near Expo Drive East, Wan Chai, HK",22.283448,114.174138,30/04/2013
CENTRAL AND WESTERN,12/09/2013,30/04/2013,CHUNG CHIN CONSTRUCTION & ENGINEERING COMPANY LIMITED,GW-RS0476-13,"Junction of Graham Street & Stanley Street and a section of Queen’s Road Central, Central, HK",22.283276,114.155342,13/05/2013
SOUTHERN,23/11/2013,07/05/2013,LEIGHTON - LNS JOINT VENTURE,GW-RS0477-13,"Site Area near Sandy Bay Sewage Screening Plant, Sandy Bay Road, Pok Fu Lam, Hong Kong (DSD Contract No. DC/2007/24)",-1,-1,24/05/2013
ISLANDS,29/10/2013,30/04/2013,CHINA STATE CONSTRUCTION ENGINEERING (HONG KONG) LIMITED,GW-RS0478-13,Reclamation Site of Hong Kong-Zhuhai-Macao Bridge Hong Kong Link Road - Section between Scenic Hill and Hong Kong Boundary Crossing Facilities (Contract No.: HY/2011/03),-1,-1,30/04/2013
ISLANDS,31/05/2013,30/04/2013,China State Construction Engineering (Hong Kong) Limited,GW-RS0479-13,Construction Site between east of Scenic Hill and Reclamation Site of Hong Kong-Zhuhai-Macao Bridge Hong Kong Link Road - Section between Scenic Hill and Hong Kong Boundary Crossing Facilities (Contract No.: HY/2011/03),-1,-1,01/05/2013
CENTRAL AND WESTERN,29/10/2013,02/05/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0480-13,"Gough Street and Shing Wong Street (a section outside Hollywood Terrace), Sheung Wan, HK",22.28393,114.150782,30/04/2013
EASTERN,08/10/2013,08/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0481-13,"North Point Road near King's Road and King's Road between near North Point Road to Shu Kuk Street, North Point, HK",22.291798,114.200163,09/05/2013
WAN CHAI,05/11/2013,06/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0482-13,"A section of Queen's Road East near Monmouth Path and a section of Queen's Road East near Wing Fung Street, Wan Chai, Hong Kong",22.276827,114.168337,08/05/2013
EASTERN,08/10/2013,08/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0484-13,"Island Eastern Corridor (Section near North Point and Tong Shui Road, Slow Lane of East Bound), North Point, Hong Kong",22.2845959,114.200412,09/05/2013
CENTRAL AND WESTERN,13/09/2013,03/05/2013,"BUDA Pipe Rehabilitation & Engineering Co., Ltd.",GW-RS0485-13,"Man Yiu Street (near Lung Wo Road), Central, Hong Kong.",22.284466,114.159539,14/05/2013
EASTERN,13/10/2013,10/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0486-13,"Sections of Hing Fat Street, Whitfield Road and Tsing Fung Street, North Point, HK",22.284619,114.189971,14/05/2013
WAN CHAI,08/10/2013,08/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0487-13,"A section of Leighton Road near Wong Nai Chung Road, Wan Chai, Hong Kong",22.27398,114.183618,10/05/2013
WAN CHAI,13/10/2013,08/05/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0488-13,"Two sections of Cannon Street near Gloucester Road, Causeway Bay, HK",22.280703,114.179064,14/05/2013
EASTERN,29/11/2013,13/05/2013,The Hong Kong & China Gas Company Limited,GW-RS0489-13,Whole of Hong Kong Island and Ap Lei Chau,22.2418581,114.1528532,30/05/2013
CENTRAL AND WESTERN,31/12/2013,03/05/2013,THYSSENKRUPP ELEVATOR (HK) LIMITED,GW-RS0490-13,"Central - Mid-Levels Escalator (Junction of  Des Voeux Road Central and Queen Victoria Street AND Section between Queen's Road Central and Wellinton Street), Hong Kong.",-1,-1,01/07/2013
CENTRAL AND WESTERN,21/10/2013,06/05/2013,Gammon - Nishimatsu Wil Joint Venture,GW-RS0491-13,"Junction of Kennedy Town Praya and Shing Sai Road, Kennedy Town, Hong Kong",22.284171,114.129272,08/05/2013
CENTRAL AND WESTERN,19/08/2013,08/05/2013,GTECH - Paul Y. Joint Venture,GW-RS0492-13,"Plant room at Concourse Level and Upper Ground Level, MTR Kennedy Town Station, Hong Kong.",22.396428,114.109497,20/05/2013
WAN CHAI,03/11/2013,09/05/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0494-13,"The rear lane at 2-16 and 1-17 Bowrington Road and rear lane at 3-17 Tin Lok Lane, Wan Chai, HK",22.278259,114.179945,13/05/2013
WAN CHAI,14/10/2013,08/05/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0495-13,"A section of Lockhart Road between Tonnochy Road and Marsh Road, Wan Chai, HK",22.280723,114.178886,15/05/2013
SOUTHERN,30/11/2013,06/05/2013,THE HONG KONG ELECTRIC COMPANY LIMITED,GW-RS0496-13,"THE WHOLE OF HONG KONG ISLAND, APLEICHAU AND LAMMA ISLAND",22.2000056,114.1350173,01/06/2013
WAN CHAI,08/11/2013,08/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0497-13,"A section of Harbour Road near Fleming Road, Wan Chai, HK",22.27921,114.174624,11/05/2013
WAN CHAI,14/11/2013,09/05/2013,MING HING WATERWORKS ENGINEERING CO LTD,GW-RS0498-13,"A section of On Lok Lane, Wan Chai, HK",22.27825,114.179094,15/05/2013
ISLANDS,14/11/2013,13/05/2013,Dragages - China Harhour-VSL J.V.,GW-RS0499-13,Zone 3B in Works Area WA3 of Hong Kong-Zhuhai-Macao Bridge Hong Kong Link Road – Section between HKSAR Boundary & Scenic Hill (Contract No.: HY/2011/09),-1,-1,15/05/2013
CENTRAL AND WESTERN,21/11/2013,08/05/2013,Gammon Building Construction Limited,GW-RS0500-13,"The Bus Terminal of The Forum, Harbour View Street, Central, Hong Kong",22.284593,114.157724,22/05/2013
WAN CHAI,08/11/2013,09/05/2013,Chun Wo - Leader Joint Venture,GW-RS0501-13,"Junction of Fleming Road and Convention Avenue, Wan Chai, Hong Kong",22.281731,114.174282,11/05/2013
WAN CHAI,15/07/2013,13/05/2013,Comming Transportation Eng. Co. Ltd,GW-RS0502-13,"A section of Lockhart Road between Arsenal Street and Fenwick Street & No. 3 Hennessy Road, Wan Chai, Hong Kong",22.277917,114.176491,19/05/2013
WAN CHAI,09/11/2013,10/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0504-13,"Two sections of Queen's Road East between Stone Nullah Lane and Kennedy Road, Wan Chai, HK",22.274654,114.165935,13/05/2013
WAN CHAI,09/11/2013,10/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0505-13,"Two sections of Tonnochy Road between Hung Hing Road and Harbour Road, Wan Chai, HK",22.280663,114.17431,12/05/2013
WAN CHAI,09/11/2013,10/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0507-13,"Three sections of Hennessy Road between Jardine's Bazaar and Lee Garden Road, Causeway Bay, HK",22.278904,114.183643,13/05/2013
WAN CHAI,09/11/2013,10/05/2013,EXCEL ENGINEERING COMPANY LIMITED,GW-RS0509-13,"A section of Kennedy Road near Queen's Road East, Wan Chai, Hong Kong",22.274503,114.173208,13/05/2013
WAN CHAI,13/11/2013,14/05/2013,CHUN WO- LEADER JOINT VENTURE,GW-RS0510-13,"seafront near Hong Kong Convention and Exhibition Centre, Wan Chai, Hong Kong",22.283639,114.1732893,15/05/2013
SOUTHERN,08/09/2013,09/05/2013,MERSING (HK) TRENCHLESS LIMITED,GW-RS0511-13,"Site Area near Sewage Treatment Plant, 50 Lee Nam Road, Ap Lei Chau, Hong Kong (DSD Contract No. DC/2008/09)",-1,-1,10/05/2013
WAN CHAI,14/11/2013,14/05/2013,SUN FOOK KONG (CIVIL) LTD,GW-RS0513-13,"A section of Morrison Hill Road near Sung Tak Street, Wan Chai, Hong Kong",22.275691,114.179714,15/05/2013
WAN CHAI,16/11/2013,14/05/2013,Chun Wo - CRGL Joint Venture,GW-RS0514-13,"A section of Harbour Road near Fleming Road, Wan Chai, Hong Kong",-1,-1,17/05/2013
CENTRAL AND WESTERN,20/08/2013,14/05/2013,Gammon Construction Limited,GW-RS0515-13,MTRC WIL Contract 705 - KET Station & Overun Tunnel (Construction Site from Ex-Police Quarters to Ex KET Swimming Pool Site),-1,-1,21/05/2013
WAN CHAI,26/11/2013,20/05/2013,Chun Wo - CRGL Joint Venture,GW-RS0517-13,"An area near Hung Hing Road, Wan Chai, HK",22.500083,114.129879,27/05/2013
